image_path,label
data/processed/driver_images_real/other_activities_0000.png,other_activities
data/processed/driver_images_real/other_activities_0001.png,other_activities
data/processed/driver_images_real/other_activities_0002.png,other_activities
data/processed/driver_images_real/other_activities_0003.png,other_activities
data/processed/driver_images_real/other_activities_0004.png,other_activities
data/processed/driver_images_real/other_activities_0005.png,other_activities
data/processed/driver_images_real/other_activities_0006.png,other_activities
data/processed/driver_images_real/other_activities_0007.png,other_activities
data/processed/driver_images_real/other_activities_0008.png,other_activities
data/processed/driver_images_real/other_activities_0009.png,other_activities
data/processed/driver_images_real/other_activities_0010.png,other_activities
data/processed/driver_images_real/other_activities_0011.png,other_activities
data/processed/driver_images_real/other_activities_0012.png,other_activities
data/processed/driver_images_real/other_activities_0013.png,other_activities
data/processed/driver_images_real/other_activities_0014.png,other_activities
data/processed/driver_images_real/other_activities_0015.png,other_activities
data/processed/driver_images_real/other_activities_0016.png,other_activities
data/processed/driver_images_real/other_activities_0017.png,other_activities
data/processed/driver_images_real/other_activities_0018.png,other_activities
data/processed/driver_images_real/other_activities_0019.png,other_activities
data/processed/driver_images_real/other_activities_0020.png,other_activities
data/processed/driver_images_real/other_activities_0021.png,other_activities
data/processed/driver_images_real/other_activities_0022.png,other_activities
data/processed/driver_images_real/other_activities_0023.png,other_activities
data/processed/driver_images_real/other_activities_0024.png,other_activities
data/processed/driver_images_real/other_activities_0025.png,other_activities
data/processed/driver_images_real/other_activities_0026.png,other_activities
data/processed/driver_images_real/other_activities_0027.png,other_activities
data/processed/driver_images_real/other_activities_0028.png,other_activities
data/processed/driver_images_real/other_activities_0029.png,other_activities
data/processed/driver_images_real/other_activities_0030.png,other_activities
data/processed/driver_images_real/other_activities_0031.png,other_activities
data/processed/driver_images_real/other_activities_0032.png,other_activities
data/processed/driver_images_real/other_activities_0033.png,other_activities
data/processed/driver_images_real/other_activities_0034.png,other_activities
data/processed/driver_images_real/other_activities_0035.png,other_activities
data/processed/driver_images_real/other_activities_0036.png,other_activities
data/processed/driver_images_real/other_activities_0037.png,other_activities
data/processed/driver_images_real/other_activities_0038.png,other_activities
data/processed/driver_images_real/other_activities_0039.png,other_activities
data/processed/driver_images_real/other_activities_0040.png,other_activities
data/processed/driver_images_real/other_activities_0041.png,other_activities
data/processed/driver_images_real/other_activities_0042.png,other_activities
data/processed/driver_images_real/other_activities_0043.png,other_activities
data/processed/driver_images_real/other_activities_0044.png,other_activities
data/processed/driver_images_real/other_activities_0045.png,other_activities
data/processed/driver_images_real/other_activities_0046.png,other_activities
data/processed/driver_images_real/other_activities_0047.png,other_activities
data/processed/driver_images_real/other_activities_0048.png,other_activities
data/processed/driver_images_real/other_activities_0049.png,other_activities
data/processed/driver_images_real/other_activities_0050.png,other_activities
data/processed/driver_images_real/other_activities_0051.png,other_activities
data/processed/driver_images_real/other_activities_0052.png,other_activities
data/processed/driver_images_real/other_activities_0053.png,other_activities
data/processed/driver_images_real/other_activities_0054.png,other_activities
data/processed/driver_images_real/other_activities_0055.png,other_activities
data/processed/driver_images_real/other_activities_0056.png,other_activities
data/processed/driver_images_real/other_activities_0057.png,other_activities
data/processed/driver_images_real/other_activities_0058.png,other_activities
data/processed/driver_images_real/other_activities_0059.png,other_activities
data/processed/driver_images_real/other_activities_0060.jpg,other_activities
data/processed/driver_images_real/other_activities_0061.jpg,other_activities
data/processed/driver_images_real/other_activities_0062.jpg,other_activities
data/processed/driver_images_real/other_activities_0063.jpg,other_activities
data/processed/driver_images_real/other_activities_0064.jpg,other_activities
data/processed/driver_images_real/other_activities_0065.jpg,other_activities
data/processed/driver_images_real/other_activities_0066.jpg,other_activities
data/processed/driver_images_real/other_activities_0067.jpg,other_activities
data/processed/driver_images_real/other_activities_0068.jpg,other_activities
data/processed/driver_images_real/other_activities_0069.jpg,other_activities
data/processed/driver_images_real/other_activities_0070.jpg,other_activities
data/processed/driver_images_real/other_activities_0071.jpg,other_activities
data/processed/driver_images_real/other_activities_0072.jpg,other_activities
data/processed/driver_images_real/other_activities_0073.jpg,other_activities
data/processed/driver_images_real/other_activities_0074.jpg,other_activities
data/processed/driver_images_real/other_activities_0075.jpg,other_activities
data/processed/driver_images_real/other_activities_0076.jpg,other_activities
data/processed/driver_images_real/other_activities_0077.jpg,other_activities
data/processed/driver_images_real/other_activities_0078.jpg,other_activities
data/processed/driver_images_real/other_activities_0079.jpg,other_activities
data/processed/driver_images_real/other_activities_0080.jpg,other_activities
data/processed/driver_images_real/other_activities_0081.jpg,other_activities
data/processed/driver_images_real/other_activities_0082.jpg,other_activities
data/processed/driver_images_real/other_activities_0083.jpg,other_activities
data/processed/driver_images_real/other_activities_0084.jpg,other_activities
data/processed/driver_images_real/other_activities_0085.jpg,other_activities
data/processed/driver_images_real/other_activities_0086.jpg,other_activities
data/processed/driver_images_real/other_activities_0087.jpg,other_activities
data/processed/driver_images_real/other_activities_0088.jpg,other_activities
data/processed/driver_images_real/other_activities_0089.jpg,other_activities
data/processed/driver_images_real/other_activities_0090.jpg,other_activities
data/processed/driver_images_real/other_activities_0091.jpg,other_activities
data/processed/driver_images_real/other_activities_0092.jpg,other_activities
data/processed/driver_images_real/other_activities_0093.jpg,other_activities
data/processed/driver_images_real/other_activities_0094.jpg,other_activities
data/processed/driver_images_real/other_activities_0095.jpg,other_activities
data/processed/driver_images_real/other_activities_0096.jpg,other_activities
data/processed/driver_images_real/other_activities_0097.jpg,other_activities
data/processed/driver_images_real/other_activities_0098.jpg,other_activities
data/processed/driver_images_real/other_activities_0099.jpg,other_activities
data/processed/driver_images_real/other_activities_0100.jpg,other_activities
data/processed/driver_images_real/other_activities_0101.jpg,other_activities
data/processed/driver_images_real/other_activities_0102.jpg,other_activities
data/processed/driver_images_real/other_activities_0103.jpg,other_activities
data/processed/driver_images_real/other_activities_0104.jpg,other_activities
data/processed/driver_images_real/other_activities_0105.jpg,other_activities
data/processed/driver_images_real/other_activities_0106.jpg,other_activities
data/processed/driver_images_real/other_activities_0107.jpg,other_activities
data/processed/driver_images_real/other_activities_0108.jpg,other_activities
data/processed/driver_images_real/other_activities_0109.jpg,other_activities
data/processed/driver_images_real/other_activities_0110.jpg,other_activities
data/processed/driver_images_real/other_activities_0111.jpg,other_activities
data/processed/driver_images_real/other_activities_0112.jpg,other_activities
data/processed/driver_images_real/other_activities_0113.jpg,other_activities
data/processed/driver_images_real/other_activities_0114.jpg,other_activities
data/processed/driver_images_real/other_activities_0115.jpg,other_activities
data/processed/driver_images_real/other_activities_0116.jpg,other_activities
data/processed/driver_images_real/other_activities_0117.jpg,other_activities
data/processed/driver_images_real/other_activities_0118.jpg,other_activities
data/processed/driver_images_real/other_activities_0119.jpg,other_activities
data/processed/driver_images_real/other_activities_0120.jpg,other_activities
data/processed/driver_images_real/other_activities_0121.jpg,other_activities
data/processed/driver_images_real/other_activities_0122.jpg,other_activities
data/processed/driver_images_real/other_activities_0123.jpg,other_activities
data/processed/driver_images_real/other_activities_0124.jpg,other_activities
data/processed/driver_images_real/other_activities_0125.jpg,other_activities
data/processed/driver_images_real/other_activities_0126.jpg,other_activities
data/processed/driver_images_real/other_activities_0127.jpg,other_activities
data/processed/driver_images_real/other_activities_0128.jpg,other_activities
data/processed/driver_images_real/other_activities_0129.jpg,other_activities
data/processed/driver_images_real/other_activities_0130.jpg,other_activities
data/processed/driver_images_real/other_activities_0131.jpg,other_activities
data/processed/driver_images_real/other_activities_0132.jpg,other_activities
data/processed/driver_images_real/other_activities_0133.jpg,other_activities
data/processed/driver_images_real/other_activities_0134.jpg,other_activities
data/processed/driver_images_real/other_activities_0135.jpg,other_activities
data/processed/driver_images_real/other_activities_0136.jpg,other_activities
data/processed/driver_images_real/other_activities_0137.jpg,other_activities
data/processed/driver_images_real/other_activities_0138.jpg,other_activities
data/processed/driver_images_real/other_activities_0139.jpg,other_activities
data/processed/driver_images_real/other_activities_0140.jpg,other_activities
